City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
590,Kemijarvi,FI,2022-02-02 22:00:45,66.7131,27.4306,10.98,96,100,3.78
591,Karratha,AU,2022-02-02 22:00:46,-20.7377,116.8463,81.25,73,100,6.24
592,Arvika,SE,2022-02-02 22:00:46,59.6553,12.5852,23.7,98,51,0.29
593,Panguna,PG,2022-02-02 22:00:47,-6.3164,155.4848,73.4,85,100,1.19
594,Forio,IT,2022-02-02 22:00:47,40.7342,13.8646,52.83,49,0,9.04
595,Kolo,PL,2022-02-02 22:00:48,52.2002,18.6387,34.88,91,27,9.4
596,Abong Mbang,CM,2022-02-02 22:00:48,3.9833,13.1833,69.53,53,48,1.23
597,Ishigaki,JP,2022-02-02 22:00:49,24.3448,124.1572,71.64,81,82,18.68
598,Gisors,FR,2022-02-02 22:00:49,49.2818,1.7801,48.97,93,100,4.92
599,Kyrylivka,UA,2022-02-02 22:00:50,46.3759,35.3675,40.8,97,100,5.79
600,Elko,US,2022-02-02 22:00:23,41.0002,-115.5012,26.06,38,8,6.04
